7.1e1 0.7e1 37 17 2.2e-1
7.5e1 0.5e1 27 25 2.1e-1
9.8e1 1.5e1 36 12 2.1e-1
1.1e2 0.1e2 120 54 1.4e-1
1.7e2 0.2e2 95 17 1e-1
3.1e2 0.8e2 100 13 0.19
8.1e3 0.8e3 850 12 8.6e-2
2.6e4 0.5e4 2300 16 0.1
2.9e4 0.5e4 1.7e3 12 5.9e-2
3.1e4 0.2e4 6.2e3 44 7.8e-2
3.5e4 0.5e4 7.9e3 30 1.7e-2
3.8e4 0.3e4 4.2e3 24 2.3e-2
9.7e5 0.6e5 7.3e4 22 2.6e-2
1.1e6 0.1e6 8.9e4 47 5.7e-2
3.8e6 0.3e6 8.4e4 46 8.9e-2
3.9e6 0.3e6 7.5e4 39 7.1e-2
