"Final version: March 17, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplemental Appendix 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data used for Figure 2 in Kirchman. 2016.   Growth rates of microbes in the oceans. Annual Review of Marine Science, v.8  doi: 10.1146/annurev-marine-122414-033938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Growth Rates of Heterotrophic Bacteria Estimated by the Leucine-Biomass Approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I used production and biomass data as reported in the paper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If necessary, the following conversion factors were used:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C/cell,10 fgC/cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,leucine conversion,1.5 kgC/mole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Conversion factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Growth,Leucine ,C per cell ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,Dates,Lat,Lon,Rate (/d),kgC/mol,fgC/cell,Comments,Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drake Passage ,Summer 2004 winter 2006,-62,-56,0.16,3.10,20.00,,"Manganelli, M., F. Malfatti, T. J. Samo, B. G. Mitchell, H. Wang, and F. Azam. 2009. Major Role of Microbes in Carbon Fluxes during Austral Winter in the Southern Drake Passage. PLoS ONE 4: e6941.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,,0,0.18,1.50,15.00,TT008,"Ducklow, H. W., H. L. Quinby, and C. A. Carlson. 1995. Bacterioplankton dynamics in the Equatorial Pacific during the 1992 El-Nino. Deep-Sea Res II 42: 621-638.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,,0,0.09,1.50,15.00,TT012,"Ducklow, H. W., H. L. Quinby, and C. A. Carlson. 1995. Bacterioplankton dynamics in the Equatorial Pacific during the 1992 El-Nino. Deep-Sea Res II 42: 621-638.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,9.02,-140.07,,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,5.10,-139.94,0.10,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,2.96,-140.00,0.11,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,2.17,-140.01,0.14,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,1.14,-140.15,0.17,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,0.00,-140.24,0.09,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,0.00,-140.40,0.13,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,-1.00,-140.00,0.14,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,-1.04,-140.30,0.11,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,-1.93,-140.52,,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,-5.09,-140.10,0.08,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,-12.01,-134.98,0.14,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,-12.21,-134.73,0.12,1.50,15.00,TT007,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,12.02,-140.09,0.14,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,8.99,-139.96,0.15,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,9.15,-139.85,0.13,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,7.02,-139.96,0.17,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,5.02,-139.92,0.09,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,5.01,-139.82,0.12,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,2.96,-140.05,0.08,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,2.01,-140.04,0.23,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,2.16,-140.67,0.17,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,0.13,-140.02,0.08,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,0.24,-139.68,0.12,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,-1.04,-139.99,0.09,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,-2.07,-140.12,0.08,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,-5.04,-140.04,0.07,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,-5.24,-139.98,0.06,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,-11.97,-135.00,0.06,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Pacific,,-11.90,-134.95,0.05,1.50,15.00,TT011,"Kirchman, D. L., J. H. Rich, and R. T. Barber. 1995. Biomass and biomass production of heterotrophic bacteria along 140-Degrees-W in the Equatorial Pacific - Effect of temperature on the microbial loop. Deep-Sea Res. II 42: 603-619.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar strait,Sep/99,,,0.23,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke, F., U. Christaki, A. Giannokourou, T. Moutin, and K. Souvemerzoglou. 2002. Longitudinal and vertical trends of bacterial limitation by phosphorus and carbon in the Mediterranean Sea. Microbial. Ecol. 43: 119-133.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf of Lion, 18 Jun. 2008,,,0.09,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke et al. unpub; see Pulido-Villena et al. 2012, complete reference given below",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf of Lion,Feb/97,,,0.12,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke, F., S. Heussner, F. Diaz, P. Raimbault, and P. Conan. 2002. Small-scale variability in the coupling/uncoupling of bacteria, phytoplankton and organic carbon fluxes along the continental margin of the Gulf of Lions, Northwestern Mediterranean Sea. Journal Of Marine Systems 33: 411-429.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf of Lion,Mar. 1997,,,0.12,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke, F., S. Heussner, F. Diaz, P. Raimbault, and P. Conan. 2002. Small-scale variability in the coupling/uncoupling of bacteria, phytoplankton and organic carbon fluxes along the continental margin of the Gulf of Lions, Northwestern Mediterranean Sea. Journal Of Marine Systems 33: 411-429.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf of Lion, 6 Apr. 1997,,,0.09,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke, F., S. Heussner, F. Diaz, P. Raimbault, and P. Conan. 2002. Small-scale variability in the coupling/uncoupling of bacteria, phytoplankton and organic carbon fluxes along the continental margin of the Gulf of Lions, Northwestern Mediterranean Sea. Journal Of Marine Systems 33: 411-429.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf of Lion, 16 Apr. 1997,,,0.08,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke, F., S. Heussner, F. Diaz, P. Raimbault, and P. Conan. 2002. Small-scale variability in the coupling/uncoupling of bacteria, phytoplankton and organic carbon fluxes along the continental margin of the Gulf of Lions, Northwestern Mediterranean Sea. Journal Of Marine Systems 33: 411-429.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf of Lion, 23 Apr. 1997,,,0.07,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke, F., S. Heussner, F. Diaz, P. Raimbault, and P. Conan. 2002. Small-scale variability in the coupling/uncoupling of bacteria, phytoplankton and organic carbon fluxes along the continental margin of the Gulf of Lions, Northwestern Mediterranean Sea. Journal Of Marine Systems 33: 411-429.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf of Lion, 1 May 1997,,,0.12,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke, F., S. Heussner, F. Diaz, P. Raimbault, and P. Conan. 2002. Small-scale variability in the coupling/uncoupling of bacteria, phytoplankton and organic carbon fluxes along the continental margin of the Gulf of Lions, Northwestern Mediterranean Sea. Journal Of Marine Systems 33: 411-429.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf of Lion,Jun/98,,,0.09,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Diaz 2000 Ph.D. dissertation, see Pulido-Villena et al. 2012, complete reference given below",,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulf of Lion,Jun/98,,,0.11,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Diaz 2000 Ph.D. dissertation, see Pulido-Villena et al. 2012, complete reference given below",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionian,Sep/99,,,0.08,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke, F., U. Christaki, A. Giannokourou, T. Moutin, and K. Souvemerzoglou. 2002. Longitudinal and vertical trends of bacterial limitation by phosphorus and carbon in the Mediterranean Sea. Microbial. Ecol. 43: 119-133.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionian,Jun/99,,,0.08,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke, F., U. Christaki, A. Giannokourou, T. Moutin, and K. Souvemerzoglou. 2002. Longitudinal and vertical trends of bacterial limitation by phosphorus and carbon in the Mediterranean Sea. Microbial. Ecol. 43: 119-133.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionian,"21 Jun - 8 Jul, 2008",,,0.08,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke et al. unpub; see Pulido-Villena et al. 2012, complete reference given below",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionian ,13 - 27 May 2007,,,0.06,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Ortega-Retuerta, E., C. Duarte, and I. Reche. 2010. Significance of Bacterial Activity for the Distribution and Dynamics of Transparent Exopolymer Particles in the Mediterranean Sea. Microbial. Ecol. 59: 808-818.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Levantine,Jun/99,,,0.07,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke, F., U. Christaki, A. Giannokourou, T. Moutin, and K. Souvemerzoglou. 2002. Longitudinal and vertical trends of bacterial limitation by phosphorus and carbon in the Mediterranean Sea. Microbial. Ecol. 43: 119-133.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Levantine,15-22 May 2007,,,0.07,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Ortega-Retuerta, E., C. Duarte, and I. Reche. 2010. Significance of Bacterial Activity for the Distribution and Dynamics of Transparent Exopolymer Particles in the Mediterranean Sea. Microbial. Ecol. 59: 808-818.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Levantine,"22-29 Jun, 2008",,,0.07,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke et al. unpub; see Pulido-Villena et al. 2012, complete reference given below",,,,,,,,,,,,,,,,,,,,,,,,,,,
Levantine + Cretan Sea,"20-27 Jan, 1995",,,0.10,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Zohary, T., and R. D. Robarts. 1998. Experimental study of microbial P limitation in the eastern Mediterranean. Limnol. Oceanogr. 43: 387-395.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Levantine Sea,"14-25 May, 2001",,,1.00,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Tanaka, T., T. Zohary, M. D. Krom, C. S. Law, P. Pitta, S. Psarra, F. Rassoulzadegan, T. F. Thingstad, A. Tselepides, E. M. S. Woodward, G. a. F. Flaten, E. F. Skjoldal, and G. Zodiatis. 2007. Microbial community structure and function in the Levantine Basin of the eastern Mediterranean. Deep Sea Research Part I: Oceanographic Research Papers 54: 1721-1743.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Levantine Sea,"10-15 May, 2002",,,0.55,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Tanaka, T., T. Zohary, M. D. Krom, C. S. Law, P. Pitta, S. Psarra, F. Rassoulzadegan, T. F. Thingstad, A. Tselepides, E. M. S. Woodward, G. a. F. Flaten, E. F. Skjoldal, and G. Zodiatis. 2007. Microbial community structure and function in the Levantine Basin of the eastern Mediterranean. Deep Sea Research Part I: Oceanographic Research Papers 54: 1721-1743.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Levantine Sea,"11-13 Sept, 1989",,,0.03,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Zohary, T., and R. D. Robarts. 1998. Experimental study of microbial P limitation in the eastern Mediterranean. Limnol. Oceanogr. 43: 387-395.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Levantine Sea,3-4 March 1992,,,0.01,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Zohary, T., and R. D. Robarts. 1998. Experimental study of microbial P limitation in the eastern Mediterranean. Limnol. Oceanogr. 43: 387-395.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Levantine Sea,16 Oct-8 Nov 1991,,,0.05,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Robarts, R. D., T. Zohary, M. J. Waiser, and Y. Z. Yacobi. 1996. Bacterial abundance, biomass, and production in relation to phytoplankton biomass in the Levantine Basin of the southeastern Mediterranean Sea. Mar. Ecol. Progr. Ser. 137: 273-281.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Med Sea (Dyfamed site),"11-31 May, 1995",,,0.28,1.50,10.00,Taken from Pulido-Villena et al. 2012,Van Wambeke et al. 1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
Med Sea (Dyfamed site),18 Sep. - 15 Oct. 2004,,,0.08,1.50,10.00,Taken from Pulido-Villena et al. 2012,Van Wambeke et al. 1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
Med Sea (Dyfamed site),"29 Sep. - 30 Oct, 1999",,,0.10,1.50,10.00,Taken from Pulido-Villena et al. 2012,Van Wambeke et al. 1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
Med Sea (Dyfamed site),Jan 99 - Jan 2000,,,0.16,1.50,10.00,Taken from Pulido-Villena et al. 2012,Van Wambeke et al. 1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean Sea,Slope,,,0.05,1.50,10.00,Mean of several profiles,"Pedrós-Alió, C., J.-I. Calderón-Paz, N. Guixa-Boixereu, M. Estrada, and J. M. Gasol. 1999. Bacterioplankton and phytoplankton biomass and production during summer stratification in the northwestern Mediterranean Sea. Deep Sea Research Part I: Oceanographic Research Papers 46: 985-1019.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean Sea,Deep,,,0.20,0.35,10.00,Mean of several profiles,"Pedrós-Alió, C., J.-I. Calderón-Paz, N. Guixa-Boixereu, M. Estrada, and J. M. Gasol. 1999. Bacterioplankton and phytoplankton biomass and production during summer stratification in the northwestern Mediterranean Sea. Deep Sea Research Part I: Oceanographic Research Papers 46: 985-1019.",,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Barents Sea,May-Aug 2003-2005,79,28,0.76,3.00,20.00,,"Sturluson, M., T. Gissel Nielsen, and P. Wassmann. 2008. Bacterial abundance, biomass and production during spring blooms in the northern Barents Sea. Deep Sea Res II 55: 2186-2198.",,,,,,,,,,,,,,,,,,,,,,,,,,,
"NE Atlantic, subtropical",,,,0.015,0.73,12.00,From Table 1,"Moran, X. a. G., E. Fernandez, and V. Perez. 2004. Size-fractionated primary production, bacterial production and net community production in subtropical and tropical domains of the oligotrophic NE Atlantic in autumn. Mar. Ecol. Progr. Ser. 274: 17-29.",,,,,,,,,,,,,,,,,,,,,,,,,,,
"NE Atlantic, tropical",,,,0.016,0.73,12.00,From Table 1,"Moran, X. a. G., E. Fernandez, and V. Perez. 2004. Size-fractionated primary production, bacterial production and net community production in subtropical and tropical domains of the oligotrophic NE Atlantic in autumn. Mar. Ecol. Progr. Ser. 274: 17-29.",,,,,,,,,,,,,,,,,,,,,,,,,,,
NE Atlantic,Jul/96,58,-20,0.08,0.40,16,Used biovol,"Zubkov, M. V., M. A. Sleigh, and P. H. Burkill. 2001. Heterotrophic bacterial turnover along the 20 degrees W meridian between 59 degrees N and 37 degrees N in July 1996. Deep-Sea Res II 48: 987-1001.",,,,,,,,,,,,,,,,,,,,,,,,,,,
NE Atlantic,Jul/96,54,-20,0.14,0.40,16,Used biovol,"Zubkov, M. V., M. A. Sleigh, and P. H. Burkill. 2001. Heterotrophic bacterial turnover along the 20 degrees W meridian between 59 degrees N and 37 degrees N in July 1996. Deep-Sea Res II 48: 987-1001.",,,,,,,,,,,,,,,,,,,,,,,,,,,
NE Atlantic,Jul/96,47,-20,0.11,0.40,16,Used biovol,"Zubkov, M. V., M. A. Sleigh, and P. H. Burkill. 2001. Heterotrophic bacterial turnover along the 20 degrees W meridian between 59 degrees N and 37 degrees N in July 1996. Deep-Sea Res II 48: 987-1001.",,,,,,,,,,,,,,,,,,,,,,,,,,,
NE Atlantic,Jul/96,40,-20,0.08,0.40,16,Used biovol,"Zubkov, M. V., M. A. Sleigh, and P. H. Burkill. 2001. Heterotrophic bacterial turnover along the 20 degrees W meridian between 59 degrees N and 37 degrees N in July 1996. Deep-Sea Res II 48: 987-1001.",,,,,,,,,,,,,,,,,,,,,,,,,,,
NE Atlantic,Jul/96,38,-20,0.10,0.40,16,Used biovol,"Zubkov, M. V., M. A. Sleigh, and P. H. Burkill. 2001. Heterotrophic bacterial turnover along the 20 degrees W meridian between 59 degrees N and 37 degrees N in July 1996. Deep-Sea Res II 48: 987-1001.",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Aegean,Sep/97,,,0.08,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Christaki, U., F. Van Wambeke, and J. R. Dolan. 1999. Nanoflagellates (mixotrophs, heterotrophs and autotrophs) in the oligotrophic eastern Mediterranean: standing stocks, bacterivory and relationships with bacterial production. Mar. Ecol. Prog. Ser. 181: 297-307.",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Aegean,Mar/97,,,0.16,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Christaki, U., F. Van Wambeke, and J. R. Dolan. 1999. Nanoflagellates (mixotrophs, heterotrophs and autotrophs) in the oligotrophic eastern Mediterranean: standing stocks, bacterivory and relationships with bacterial production. Mar. Ecol. Prog. Ser. 181: 297-307.",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Aegean,Mar/97,,,0.05,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Christaki, U., F. Van Wambeke, and J. R. Dolan. 1999. Nanoflagellates (mixotrophs, heterotrophs and autotrophs) in the oligotrophic eastern Mediterranean: standing stocks, bacterivory and relationships with bacterial production. Mar. Ecol. Prog. Ser. 181: 297-307.",,,,,,,,,,,,,,,,,,,,,,,,,,,
North Aegean,Mar/97,,,0.18,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Christaki, U., F. Van Wambeke, and J. R. Dolan. 1999. Nanoflagellates (mixotrophs, heterotrophs and autotrophs) in the oligotrophic eastern Mediterranean: standing stocks, bacterivory and relationships with bacterial production. Mar. Ecol. Prog. Ser. 181: 297-307.",,,,,,,,,,,,,,,,,,,,,,,,,,,
NW Mediterranean,March-Sept 2009,,,0.15,0.82,Used biovol*,Three cruises,"Gomes, A., J. M. Gasol, M. Estrada, L. Franco-Vidal, L. Díaz-Pérez, I. Ferrera, and X. a. G. Morán. 2015. Heterotrophic bacterial responses to the winter–spring phytoplankton bloom in open waters of the NW Mediterranean. Deep Sea Research Part I: Oceanographic Research Papers 96: 59-68.",,,,,,,,,,,,,,,,,,,,,,,,,,,
RossSea,,,-76,0.02,1.50,15.00,AESOPS,"Ducklow, H., C. Carlson, M. Church, D. Kirchman, D. Smith, and G. Steward. 2001. The seasonal development of the bacterioplankton bloom in the Ross Sea, Antarctica 1994-1997. Deep-Sea Res II 48: 4199-4221.",,,,,,,,,,,,,,,,,,,,,,,,,,,
